Data,EURUSD,10-Year German Bond Yield,S&P500,Gold,XYZ,sigma_XYZ
25/04/2013,1.3043,1.24,1585.16,1467.55,101.4002,0.001993813
26/04/2013,1.2984,1.209,1582.24,1461.75,101.3965,0.002706587
29/04/2013,1.2981,1.203,1593.61,1476.05,101.3936,0.001960134
30/04/2013,1.2931,1.216,1597.57,1476.55,101.3955,0.002419357
02/05/2013,1.2883,1.168,1597.59,1466.65,101.3988,0.002165633
03/05/2013,1.2826,1.243,1614.42,1469.95,101.4008,0.002854015
06/05/2013,1.2883,1.246,1617.5,1469.45,101.4038,0.003146743
07/05/2013,1.2905,1.297,1625.96,1451.75,101.405,0.002772203
08/05/2013,1.2851,1.271,1632.69,1473.15,101.4064,0.003635365
09/05/2013,1.2932,1.273,1626.67,1457.35,101.4117,0.003427864
10/05/2013,1.2935,1.38,1633.7,1446.65,101.4144,0.003525915
13/05/2013,1.2934,1.356,1633.77,1429.35,101.4157,0.003037416
14/05/2013,1.2852,1.376,1650.34,1423.65,101.413,0.002959852
15/05/2013,1.294,1.381,1658.78,1391.25,101.4152,0.002431433
16/05/2013,1.3044,1.33,1650.47,1384.55,101.4109,0.0031099
17/05/2013,1.2996,1.329,1667.47,1357.75,101.4092,0.002982421
20/05/2013,1.3069,1.378,1666.29,1392.65,101.4104,0.003176922
21/05/2013,1.3082,1.394,1669.16,1374.05,101.4093,0.003047225
22/05/2013,1.3092,1.389,1655.35,1368.85,101.4055,0.003392639
23/05/2013,1.3238,1.405,1650.51,1389.85,101.4089,0.003922293
24/05/2013,1.3218,1.432,1649.6,1385.25,101.4087,0.006508636
28/05/2013,1.3311,1.501,1660.06,1380.25,101.4132,0.006143276
29/05/2013,1.3336,1.539,1648.36,1392.55,101.4194,0.00914479
30/05/2013,1.3372,1.521,1654.41,1413.35,101.4058,0.009732398
31/05/2013,1.3345,1.509,1630.74,1387.35,101.4326,0.01266442
03/06/2013,1.3361,1.523,1640.42,1410.75,101.4241,0.01942058
04/06/2013,1.3394,1.541,1631.38,1399.45,101.4115,0.01769584
05/06/2013,1.3295,1.513,1608.9,1402.05,101.3936,0.01247672
06/06/2013,1.3225,1.523,1622.56,1412.75,101.4004,0.0100033
07/06/2013,1.3123,1.545,1643.38,1382.35,101.4059,0.01355206
10/06/2013,1.3122,1.605,1642.81,1386.15,101.3984,0.007434379
11/06/2013,1.3081,1.602,1626.13,1377.75,101.4051,0.005157701
12/06/2013,1.3007,1.587,1612.52,1387.75,101.4091,0.004796849
13/06/2013,1.3036,1.563,1636.36,1384.75,101.408,0.003260263
14/06/2013,1.3015,1.515,1626.73,1390.05,101.4109,0.004201447
17/06/2013,1.3062,1.524,1639.04,1384.15,101.4099,0.003630502
18/06/2013,1.2983,1.571,1651.81,1367.45,101.413,0.002568381
19/06/2013,1.3008,1.559,1628.93,1350.45,101.4158,0.001901562
20/06/2013,1.2912,1.667,1588.19,1277.05,101.4141,0.001632969
21/06/2013,1.2831,1.731,1592.43,1295.55,101.4155,0.002516165
24/06/2013,1.2868,1.815,1573.09,1281.95,101.4161,0.001843323
25/06/2013,1.2786,1.805,1588.03,1276.45,101.4181,0.00295744
26/06/2013,1.3022,1.77,1603.26,1224.05,101.4181,0.003404222
27/06/2013,1.3093,1.728,1613.2,1199.95,101.416,0.00570129
28/06/2013,1.3067,1.733,1606.28,1233.75,101.4329,0.007495565
01/07/2013,1.3066,1.723,1614.96,1252.45,101.4292,0.006642261
02/07/2013,1.3153,1.707,1614.08,1241.75,101.4283,0.00608208
03/07/2013,1.3123,1.663,1615.41,1251.85,101.4213,0.00692135
05/07/2013,1.3143,1.72,1631.89,1221.95,101.4069,0.008818152
08/07/2013,1.3183,1.7,1640.46,1235.65,101.404,0.007020132
09/07/2013,1.3223,1.658,1652.32,1249.35,101.4027,0.006934186
10/07/2013,1.3196,1.656,1652.62,1261.75,101.3967,0.007624286
11/07/2013,1.3276,1.625,1675.02,1283.85,101.4044,0.007863043
12/07/2013,1.3282,1.559,1680.19,1284.15,101.4029,0.006140444
15/07/2013,1.3262,1.577,1682.5,1281.75,101.4185,0.005603119
16/07/2013,1.3262,1.55,1676.26,1290.35,101.4232,0.007810649
17/07/2013,1.3296,1.543,1680.91,1273.45,101.4268,0.007639127
18/07/2013,1.321,1.52,1689.37,1282.75,101.4258,0.006913196
19/07/2013,1.3284,1.523,1692.09,1295.05,101.422,0.006142843
22/07/2013,1.3261,1.517,1695.53,1334.45,101.423,0.00579209
23/07/2013,1.3306,1.551,1692.39,1347.45,101.4257,0.004038909
24/07/2013,1.3335,1.65,1685.94,1320.75,101.4286,0.0047067
25/07/2013,1.3381,1.675,1690.25,1333.65,101.4317,0.004399709
26/07/2013,1.3344,1.667,1691.65,1333.05,101.4345,0.00333622
29/07/2013,1.3298,1.666,1685.33,1327.45,101.436,0.002276186
30/07/2013,1.326,1.67,1685.96,1326.35,101.4336,0.002978579
31/07/2013,1.3258,1.672,1685.73,1322.55,101.4311,0.002776253
01/08/2013,1.335,1.668,1706.87,1308.35,101.4302,0.00288666
02/08/2013,1.3333,1.652,1709.67,1310.95,101.4298,0.002880996
05/08/2013,1.3336,1.687,1707.14,1303.25,101.4343,0.003132747
06/08/2013,1.3418,1.706,1697.37,1281.5,101.4341,0.003168712
07/08/2013,1.3358,1.69,1690.91,1286.4,101.4328,0.003695858
08/08/2013,1.3356,1.689,1697.48,1311.7,101.444,0.004779776
09/08/2013,1.3384,1.679,1691.42,1313.5,101.451,0.005038731
12/08/2013,1.3369,1.701,1689.47,1336,101.4543,0.006099005
13/08/2013,1.3389,1.81,1694.16,1320.3,101.4541,0.004653662
14/08/2013,1.334,1.824,1685.39,1335.7,101.4503,0.002550756
15/08/2013,1.3237,1.884,1661.32,1365.9,101.4559,0.002884462
16/08/2013,1.3216,1.882,1655.83,1376.3,101.4509,0.003459252
19/08/2013,1.3195,1.899,1646.06,1364.9,101.4549,0.005270004
20/08/2013,1.3166,1.844,1652.35,1370.6,101.4543,0.00375512
21/08/2013,1.3203,1.872,1642.8,1366.1,101.4605,0.003494828
22/08/2013,1.3118,1.921,1656.96,1375.7,101.4615,0.002052355
23/08/2013,1.3175,1.934,1663.5,1397.4,101.4621,0.001883644
26/08/2013,1.3253,1.899,1656.78,1404.7,101.461,0.00118902
27/08/2013,1.3265,1.849,1630.48,1415.6,101.4592,0.001512156
28/08/2013,1.3311,1.874,1634.96,1417.8,101.457,0.00167901
29/08/2013,1.3299,1.856,1638.17,1406.9,101.4557,0.00188749
30/08/2013,1.3302,1.857,1632.97,1395,101.4592,0.001850344
03/09/2013,1.3357,1.94,1639.77,1411.9,101.4619,0.002565958
04/09/2013,1.3508,1.942,1653.08,1391.3,101.4632,0.002759829
05/09/2013,1.3529,2.044,1655.08,1367.5,101.4605,0.003321601
06/09/2013,1.352,1.952,1655.17,1391.7,101.4543,0.005083371
09/09/2013,1.3492,1.96,1671.71,1386.4,101.452,0.005124932
10/09/2013,1.3471,2.026,1683.99,1363.1,101.4512,0.007164479
11/09/2013,1.3522,1.997,1689.13,1365.6,101.4491,0.008476934
12/09/2013,1.3487,2.003,1683.42,1320.8,101.4433,0.008169151
13/09/2013,1.3521,1.977,1687.99,1326.1,101.4385,0.006053725
16/09/2013,1.3521,1.938,1697.6,1313.7,101.441,0.005042817
17/09/2013,1.3523,1.964,1704.76,1309.7,101.44,0.006665621
18/09/2013,1.358,2.001,1725.52,1364.9,101.4361,0.004805433
19/09/2013,1.3621,1.922,1722.34,1365.1,101.4414,0.003139879
20/09/2013,1.3553,1.947,1709.91,1326.1,101.4411,0.002662962
23/09/2013,1.3577,1.92,1701.84,1322,101.4443,0.002208436
24/09/2013,1.3573,1.848,1697.42,1323.2,101.4442,0.002519798
25/09/2013,1.3522,1.822,1692.77,1333.1,101.439,0.002288924
26/09/2013,1.3525,1.832,1698.67,1323.9,101.4403,0.001917647
27/09/2013,1.3551,1.78,1691.75,1336.9,101.4415,0.001251918
30/09/2013,1.3559,1.778,1681.55,1328.2,101.4403,0.001994038
01/10/2013,1.3525,1.807,1695,1287.6,101.4438,0.002130841
02/10/2013,1.3533,1.812,1693.87,1316.1,101.4447,0.002439418
03/10/2013,1.3672,1.794,1678.66,1316.8,101.4482,0.001649797
04/10/2013,1.3684,1.842,1690.5,1310.9,101.4457,0.002167111
07/10/2013,1.3677,1.806,1676.12,1322.3,101.4467,0.002328345
08/10/2013,1.3777,1.81,1655.45,1318.9,101.4491,0.00259672
09/10/2013,1.3775,1.812,1656.4,1307,101.4519,0.002338481
10/10/2013,1.3799,1.869,1692.56,1286.2,101.4527,0.001530102
11/10/2013,1.3807,1.866,1703.2,1271.9,101.4542,0.00176604
14/10/2013,1.3783,1.862,1710.14,1272.7,101.4561,0.002070879
15/10/2013,1.3747,1.916,1698.06,1280.1,101.4544,0.002874012
16/10/2013,1.3722,1.93,1721.54,1281.8,101.4583,0.002929203
17/10/2013,1.3588,1.87,1733.15,1319.4,101.4589,0.002811955
18/10/2013,1.3484,1.831,1744.5,1315.9,101.4526,0.003057496
21/10/2013,1.3513,1.848,1744.66,1315.9,101.4536,0.003176615
22/10/2013,1.3472,1.796,1754.67,1340.2,101.4462,0.002529913
23/10/2013,1.3515,1.767,1746.38,1332.7,101.4459,0.002441313
24/10/2013,1.3414,1.765,1752.07,1346.5,101.4479,0.00267663
25/10/2013,1.3359,1.757,1759.77,1350.7,101.4456,0.002044239
28/10/2013,1.3407,1.75,1762.11,1352.4,101.4477,0.002507678
29/10/2013,1.3435,1.744,1771.95,1344,101.4457,0.002411636
30/10/2013,1.3481,1.69,1763.31,1340.7,101.4435,0.002127942
31/10/2013,1.3459,1.677,1756.54,1322.8,101.4443,0.001930153
01/11/2013,1.349,1.692,1761.64,1315.9,101.4463,0.001872669
04/11/2013,1.3504,1.68,1767.93,1314.2,101.4444,0.001982066
05/11/2013,1.3535,1.743,1762.97,1311.6,101.4431,0.001797133
06/11/2013,1.3439,1.742,1770.49,1317.3,101.4442,0.002569268
07/11/2013,1.3475,1.689,1747.15,1307.2,101.4465,0.002453333
08/11/2013,1.3549,1.759,1770.61,1288,101.4466,0.002348718
11/11/2013,1.3522,1.757,1771.89,1281.3,101.4482,0.001944698
12/11/2013,1.3566,1.79,1767.69,1265.2,101.4489,0.002372691
13/11/2013,1.3578,1.736,1782,1281.3,101.446,0.002023176
14/11/2013,1.3603,1.702,1790.62,1286.8,101.4474,0.00212929
15/11/2013,1.3584,1.709,1798.18,1289.5,101.4438,0.00160776
18/11/2013,1.3538,1.681,1791.53,1275.1,101.4449,0.001935701
19/11/2013,1.3589,1.723,1787.87,1274.4,101.4419,0.002571348
20/11/2013,1.3589,1.717,1781.37,1241.9,101.4403,0.002390693
21/11/2013,1.3671,1.745,1795.85,1241.6,101.4375,0.003911607
22/11/2013,1.3702,1.749,1804.76,1243,101.4335,0.004614582
25/11/2013,1.3735,1.724,1802.48,1251.05,101.4362,0.005017874
26/11/2013,1.3759,1.691,1802.75,1241.65,101.4359,0.002997603
27/11/2013,1.3786,1.72,1807.23,1237.2,101.4382,0.003079326
29/11/2013,1.3737,1.693,1805.81,1250.8,101.4362,0.002594434
02/12/2013,1.3758,1.744,1800.9,1218.6,101.4355,0.002190062
03/12/2013,1.3771,1.725,1795.15,1223.5,101.4341,0.001493874
04/12/2013,1.3675,1.815,1792.81,1242.6,101.4366,0.001726273
05/12/2013,1.3654,1.862,1785.03,1224.4,101.4373,0.001313924
06/12/2013,1.3681,1.842,1805.09,1228.4,101.438,0.001279516
09/12/2013,1.3695,1.842,1808.37,1239.7,101.4375,0.001448904
10/12/2013,1.374,1.837,1802.62,1261.2,101.4386,0.001138086
11/12/2013,1.3794,1.816,1782.22,1251.7,101.4363,0.00101559
12/12/2013,1.3663,1.839,1775.5,1224.5,101.4359,0.001248544
13/12/2013,1.3582,1.831,1775.32,1238.1,101.4368,0.000947058
16/12/2013,1.3633,1.835,1786.54,1240.2,101.4384,0.001102731
17/12/2013,1.3614,1.829,1781,1230.7,101.4408,0.001522906
18/12/2013,1.3575,1.846,1810.65,1218,101.4426,0.00236494
19/12/2013,1.3602,1.871,1809.6,1187.3,101.4443,0.002499974
20/12/2013,1.3664,1.871,1818.32,1202.4,101.4429,0.002291398
23/12/2013,1.3667,1.882,1827.99,1197.7,101.447,0.002134913
27/12/2013,1.3616,1.951,1841.4,1212.7,101.4502,0.002042736
30/12/2013,1.3527,1.941,1841.07,1196.1,101.4487,0.002116539
02/01/2014,1.3559,1.94,1831.98,1222.2,101.4519,0.003626051
03/01/2014,1.3545,1.944,1831.37,1236.2,101.4519,0.002740713
06/01/2014,1.3693,1.908,1826.77,1237,101.4524,0.003619711
07/01/2014,1.3676,1.889,1837.88,1231.1,101.4524,0.004309379
08/01/2014,1.3673,1.905,1837.49,1225.1,101.4563,0.004310775
09/01/2014,1.3652,1.915,1838.13,1226.9,101.4585,0.003282303
10/01/2014,1.3661,1.845,1842.37,1247.8,101.4533,0.003512863
13/01/2014,1.3557,1.817,1819.2,1252.4,101.4551,0.004811528
14/01/2014,1.3486,1.815,1838.88,1244.9,101.4609,0.003793146
15/01/2014,1.3525,1.826,1848.38,1241.3,101.4633,0.00329232
16/01/2014,1.3514,1.779,1845.89,1242.1,101.4622,0.003636594
17/01/2014,1.3535,1.755,1838.7,1253.6,101.4619,0.003196502
21/01/2014,1.3638,1.739,1843.8,1239.9,101.4621,0.003076926
22/01/2014,1.3644,1.762,1844.86,1236.4,101.4556,0.004854849
23/01/2014,1.3637,1.709,1828.46,1264.3,101.4588,0.005280072
24/01/2014,1.3595,1.654,1790.29,1269.8,101.4505,0.005195879
27/01/2014,1.3678,1.666,1781.56,1256.4,101.4509,0.004632952
28/01/2014,1.3698,1.677,1792.5,1255.6,101.4573,0.003750605
29/01/2014,1.3704,1.642,1774.2,1267.8,101.4589,0.003421935
30/01/2014,1.376,1.715,1794.19,1243.2,101.4625,0.003365519
31/01/2014,1.3732,1.661,1782.59,1244.2,101.4675,0.003212965
03/02/2014,1.372,1.646,1741.89,1256.9,101.4678,0.002722093
04/02/2014,1.3737,1.653,1755.2,1254.2,101.4673,0.001904435
05/02/2014,1.3733,1.637,1751.64,1257.4,101.4681,0.001842442
06/02/2014,1.3744,1.698,1773.43,1257.4,101.4681,0.001747326
07/02/2014,1.3683,1.662,1797.02,1267,101.4696,0.001595596
10/02/2014,1.3708,1.681,1799.84,1274.5,101.4665,0.002618519
11/02/2014,1.3803,1.688,1819.75,1290.7,101.463,0.002252635
12/02/2014,1.3736,1.717,1819.26,1291.7,101.4631,0.003606621
13/02/2014,1.374,1.67,1829.83,1302.7,101.46,0.00397753
14/02/2014,1.3736,1.682,1838.63,1318.7,101.4535,0.003884841
18/02/2014,1.3872,1.667,1840.76,1322.2,101.4515,0.004237989
19/02/2014,1.3876,1.663,1828.75,1310.9,101.4554,0.005265601
20/02/2014,1.3854,1.691,1839.78,1322.9,101.4574,0.005427224
21/02/2014,1.3901,1.665,1836.25,1324.2,101.4534,0.008988317
24/02/2014,1.3867,1.68,1847.61,1336.7,101.4527,0.006106221
25/02/2014,1.3912,1.645,1845.12,1341.7,101.4674,0.005355815
26/02/2014,1.3924,1.618,1845.16,1329.8,101.4683,0.005104296
27/02/2014,1.393,1.564,1854.29,1331.7,101.4672,0.006388722
28/02/2014,1.3823,1.626,1859.45,1326.4,101.4738,0.007672811
03/03/2014,1.3778,1.556,1845.73,1350.4,101.4574,0.00990529
04/03/2014,1.3793,1.6,1873.91,1334.4,101.4499,0.009960333
05/03/2014,1.3837,1.606,1873.81,1336.9,101.4488,0.01238199
06/03/2014,1.3825,1.648,1877.03,1350.6,101.483,0.01291622
07/03/2014,1.3782,1.655,1878.04,1340.2,101.4825,0.01734832
10/03/2014,1.3743,1.626,1877.17,1340.3,101.4749,0.0171057
11/03/2014,1.375,1.64,1867.63,1349,101.4814,0.01363585
12/03/2014,1.3773,1.598,1868.2,1366.8,101.4656,0.01335598
13/03/2014,1.3793,1.543,1846.34,1371.6,101.4787,0.01314936
14/03/2014,1.3764,1.548,1841.13,1383.2,101.4735,0.01108894
17/03/2014,1.3716,1.568,1858.83,1366.4,101.4678,0.01876977
18/03/2014,1.3703,1.57,1872.25,1357.2,101.4759,0.01808851
19/03/2014,1.3741,1.601,1860.77,1327.7,101.4853,0.01633757
20/03/2014,1.3794,1.648,1872.01,1330.8,101.5004,0.01952755
21/03/2014,1.3853,1.633,1866.52,1335.3,101.5016,0.01283917
24/03/2014,1.3886,1.58,1857.44,1309.8,101.5095,0.01368107
25/03/2014,1.3883,1.574,1865.62,1311.2,101.5086,0.01916485
26/03/2014,1.3818,1.57,1852.56,1305.7,101.4891,0.02067591
27/03/2014,1.3813,1.538,1849.04,1292.7,101.4889,0.03155584
28/03/2014,1.3816,1.551,1857.62,1295.7,101.5229,0.02277562
31/03/2014,1.3813,1.567,1872.34,1284.4,101.5055,0.04093661
01/04/2014,1.3805,1.575,1885.52,1279.1,101.5179,0.03088119
02/04/2014,1.3816,1.616,1890.9,1290,101.498,0.04175346
03/04/2014,1.3831,1.605,1888.77,1286.7,101.4646,0.04627436
04/04/2014,1.3835,1.554,1865.09,1303.7,101.4681,0.05747337
07/04/2014,1.385,1.541,1845.04,1296.9,101.4059,0.05853698
08/04/2014,1.3812,1.561,1851.96,1308.2,101.427,0.04970422
09/04/2014,1.3866,1.576,1872.18,1312.4,101.4081,0.03687327
10/04/2014,1.3871,1.522,1833.08,1318.3,101.4353,0.02907868
11/04/2014,1.3874,1.507,1815.69,1318.6,101.4121,0.02899373
14/04/2014,1.3925,1.528,1830.61,1326.9,101.3804,0.03340796
15/04/2014,1.3911,1.474,1842.98,1302.5,101.4492,0.04265962
16/04/2014,1.3839,1.487,1862.31,1302.4,101.3867,0.05288529
17/04/2014,1.3755,1.516,1864.85,1294.9,101.4001,0.04342491
22/04/2014,1.3714,1.536,1879.55,1283.5,101.3324,0.06592854
23/04/2014,1.371,1.521,1875.39,1283.9,101.3317,0.08088108
24/04/2014,1.3698,1.532,1878.61,1293.7,101.2805,0.06738924
25/04/2014,1.3709,1.484,1863.4,1303.2,101.3814,0.08309479
28/04/2014,1.3699,1.499,1869.43,1296.3,101.5119,0.08239791
29/04/2014,1.3685,1.501,1878.33,1295.8,101.4008,0.08791116
30/04/2014,1.3656,1.471,1883.95,1291.3,101.4116,0.1215942
02/05/2014,1.3643,1.451,1881.14,1299.7,101.2424,0.1527049
05/05/2014,1.3633,1.459,1884.66,1309.6,101.1876,0.1591267
06/05/2014,1.3592,1.462,1867.72,1307.8,101.0046,0.1786387
07/05/2014,1.3602,1.476,1878.21,1289.8,100.9564,0.1066059
08/05/2014,1.3631,1.448,1875.63,1289.8,100.9231,0.1285186
09/05/2014,1.3598,1.458,1878.48,1288.8,101.0439,0.1250896
12/05/2014,1.3626,1.466,1896.65,1295.6,100.7874,0.1184783
13/05/2014,1.36,1.422,1897.45,1294.3,100.8783,0.1166126
14/05/2014,1.3663,1.37,1888.53,1305.6,100.8667,0.08528652
15/05/2014,1.3644,1.306,1870.85,1296.5,100.8357,0.0724384
16/05/2014,1.3592,1.332,1877.86,1293.5,100.8184,0.06899803
19/05/2014,1.3544,1.344,1885.08,1292.8,100.7702,0.05776943
20/05/2014,1.3534,1.35,1872.83,1294.4,100.807,0.06833708
21/05/2014,1.355,1.375,1888.03,1292,100.8097,0.04455147
22/05/2014,1.3539,1.408,1892.49,1293.9,100.7777,0.03524364
23/05/2014,1.3571,1.413,1900.53,1292.6,100.7778,0.02433432
27/05/2014,1.3587,1.389,1911.91,1263.7,100.7609,0.02109299
28/05/2014,1.3606,1.339,1909.78,1258.9,100.776,0.01989249
29/05/2014,1.3597,1.355,1920.03,1255.5,100.7716,0.01919716
30/05/2014,1.3603,1.359,1923.57,1249.7,100.7972,0.01796461
02/06/2014,1.3603,1.371,1924.97,1243.5,100.7899,0.01304892
03/06/2014,1.3631,1.408,1924.24,1244.9,100.7755,0.01250438
04/06/2014,1.3612,1.434,1927.88,1243.7,100.7833,0.01370347
05/06/2014,1.3647,1.409,1940.46,1253.4,100.7895,0.02320446
06/06/2014,1.3693,1.351,1949.44,1253.3,100.7751,0.02304874
09/06/2014,1.3678,1.379,1951.27,1252.2,100.7648,0.0183058
10/06/2014,1.3657,1.406,1950.79,1260.1,100.7851,0.01721525
11/06/2014,1.3609,1.399,1943.89,1260.9,100.7564,0.0152807
12/06/2014,1.3593,1.389,1930.11,1273.4,100.7234,0.01958331
13/06/2014,1.3605,1.364,1936.16,1277.1,100.7274,0.02064797
16/06/2014,1.3611,1.356,1937.78,1271.8,100.7208,0.03063137
17/06/2014,1.3641,1.4,1941.99,1271.8,100.7184,0.03426218
18/06/2014,1.3606,1.378,1956.98,1277.8,100.7076,0.04321298
19/06/2014,1.3608,1.324,1959.48,1320.7,100.6562,0.06662229
20/06/2014,1.3621,1.345,1962.87,1315.4,100.7125,0.06347797
23/06/2014,1.3568,1.324,1962.61,1318.5,100.7424,0.04539112
24/06/2014,1.3525,1.321,1949.98,1319.2,100.7183,0.04408375
25/06/2014,1.3526,1.263,1959.53,1319.4,100.7506,0.04626576
26/06/2014,1.3524,1.246,1957.22,1317.8,100.7613,0.0427494
27/06/2014,1.3523,1.264,1960.96,1316.9,100.6991,0.04837707
30/06/2014,1.3466,1.245,1960.23,1327.9,100.6841,0.04857124
01/07/2014,1.3462,1.248,1973.32,1327.2,100.5956,0.04343433
02/07/2014,1.3463,1.288,1974.62,1327.9,100.5451,0.04769231
03/07/2014,1.3431,1.29,1985.44,1320.5,100.5101,0.04478403
07/07/2014,1.3409,1.256,1977.65,1320.9,100.5294,0.04614663
08/07/2014,1.3394,1.22,1963.71,1320.5,100.5302,0.06205448
09/07/2014,1.3388,1.229,1972.83,1327.7,100.5547,0.0636551
10/07/2014,1.3422,1.198,1964.68,1336.2,100.4407,0.05536494
11/07/2014,1.3422,1.205,1967.57,1339.6,100.4971,0.04040256
14/07/2014,1.3372,1.209,1977.1,1307.9,100.5287,0.0424879
15/07/2014,1.3384,1.206,1973.28,1294.7,100.4834,0.06252136
16/07/2014,1.3362,1.192,1981.57,1300.2,100.4908,0.04431744
17/07/2014,1.3412,1.151,1958.12,1318.8,100.4852,0.03686739
18/07/2014,1.3385,1.157,1978.22,1311.4,100.47,0.04690539
21/07/2014,1.3367,1.149,1973.63,1312.6,100.4932,0.03883572
22/07/2014,1.3363,1.167,1983.53,1308.1,100.4563,0.02607376
23/07/2014,1.3364,1.148,1987.01,1304.9,100.4498,0.01637674
24/07/2014,1.3397,1.179,1987.98,1294,100.4675,0.01778664
25/07/2014,1.3361,1.147,1978.34,1307.2,100.4824,0.01910621
28/07/2014,1.3318,1.15,1978.91,1306.5,100.4882,0.01429227
29/07/2014,1.3257,1.121,1969.95,1300.7,100.4617,0.01569355
30/07/2014,1.3282,1.171,1970.07,1297.3,100.4539,0.01365212
31/07/2014,1.3243,1.156,1930.67,1283.3,100.4392,0.01317413
01/08/2014,1.3191,1.132,1925.15,1294.8,100.4468,0.01077724
04/08/2014,1.3169,1.138,1938.99,1289.1,100.4497,0.008852327
05/08/2014,1.3193,1.169,1920.21,1289.5,100.4476,0.009732288
06/08/2014,1.3183,1.102,1920.24,1306.9,100.454,0.01123213
07/08/2014,1.3139,1.062,1909.57,1314.4,100.4803,0.0140118
08/08/2014,1.3128,1.053,1931.59,1310.8,100.4717,0.01955827
11/08/2014,1.3133,1.059,1936.92,1309.4,100.4621,0.01574043
12/08/2014,1.3148,1.061,1933.75,1310,100.463,0.01670125
13/08/2014,1.2935,1.028,1946.72,1313.9,100.4545,0.01441699
14/08/2014,1.2951,1.02,1955.18,1313.9,100.4447,0.01978483
15/08/2014,1.2899,0.955,1955.06,1305.8,100.4758,0.01999401
18/08/2014,1.294,1.016,1971.74,1298.2,100.4833,0.0186586
19/08/2014,1.2916,1.001,1981.6,1296.2,100.4672,0.01501889
20/08/2014,1.2923,0.99,1986.51,1292.6,100.4597,0.01294572
21/08/2014,1.2948,0.992,1992.37,1277.3,100.4683,0.01684003
22/08/2014,1.294,0.983,1988.4,1281.7,100.4646,0.01509009
25/08/2014,1.2957,0.947,1997.92,1277.2,100.4576,0.02662978
26/08/2014,1.2845,0.939,2000.02,1281.5,100.3924,0.02694754
27/08/2014,1.2916,0.91,2000.12,1283.6,100.3928,0.03158207
28/08/2014,1.2836,0.884,1996.74,1290,100.3896,0.02805744
29/08/2014,1.2846,0.891,2003.37,1288.2,100.4092,0.02549694
02/09/2014,1.2778,0.932,2002.28,1266.6,100.4403,0.03304066
03/09/2014,1.2751,0.955,2000.72,1270.1,100.4219,0.03123554
04/09/2014,1.2683,0.971,1997.65,1261.8,100.4248,0.0173794
05/09/2014,1.2689,0.929,2007.71,1269.4,100.4283,0.0149624
08/09/2014,1.263,0.953,2001.54,1256.4,100.4405,0.01397695
09/09/2014,1.2618,0.998,1988.44,1256.7,100.4582,0.01516434
10/09/2014,1.2669,1,1995.69,1249.9,100.4707,0.01745875
11/09/2014,1.2653,1.043,1997.45,1241.1,100.446,0.01701001
12/09/2014,1.2665,1.084,1985.54,1230.3,100.4605,0.02094902
15/09/2014,1.2729,1.069,1984.13,1233.3,100.4602,0.01703821
16/09/2014,1.2689,1.06,1998.98,1235.5,100.4874,0.01747054
17/09/2014,1.2613,1.053,2001.57,1224.2,100.5011,0.01538315
18/09/2014,1.2741,1.083,2011.36,1225.8,100.5049,0.01510452
19/09/2014,1.2658,1.043,2010.4,1216.2,100.5212,0.01333697
22/09/2014,1.2815,1.01,1994.29,1215.4,100.5248,0.02172039
23/09/2014,1.2803,1.016,1982.77,1223.4,100.5293,0.01342463
24/09/2014,1.276,1.005,1998.3,1217.4,100.518,0.01175565
25/09/2014,1.2794,0.976,1965.99,1222.6,100.5108,0.0118103
26/09/2014,1.2711,0.972,1982.85,1218.8,100.5195,0.007864351
29/09/2014,1.2645,0.964,1977.8,1215.5,100.522,0.009287484
30/09/2014,1.2645,0.949,1972.29,1209.3,100.521,0.00864956
01/10/2014,1.2667,0.903,1946.16,1213.4,100.5282,0.009765833
02/10/2014,1.2696,0.903,1946.17,1214.9,100.5196,0.0123946
06/10/2014,1.2637,0.908,1964.82,1207.3,100.5497,0.01445974
07/10/2014,1.2605,0.906,1935.1,1208.9,100.532,0.01107149
08/10/2014,1.2523,0.908,1968.89,1222,100.5285,0.01356541
09/10/2014,1.249,0.906,1928.21,1224.2,100.5427,0.01987699
10/10/2014,1.2552,0.889,1906.13,1223.3,100.5492,0.02190616
13/10/2014,1.2475,0.895,1874.74,1237.1,100.5458,0.01941744
14/10/2014,1.2379,0.84,1877.7,1232.6,100.5563,0.01530754
15/10/2014,1.2452,0.756,1862.49,1241.4,100.5654,0.02035882
16/10/2014,1.2424,0.821,1862.76,1239.4,100.547,0.02436616
17/10/2014,1.2472,0.859,1886.76,1238.6,100.5459,0.02130449
20/10/2014,1.2428,0.849,1904.01,1247.1,100.5465,0.01980941
21/10/2014,1.2475,0.871,1941.28,1249.7,100.5539,0.01328617
22/10/2014,1.2526,0.872,1927.11,1241.3,100.5591,0.01500189
23/10/2014,1.2449,0.904,1950.82,1232.3,100.5212,0.02520743
24/10/2014,1.2532,0.891,1964.58,1230.9,100.5341,0.02436458
27/10/2014,1.2545,0.871,1961.63,1225.8,100.5874,0.01286103
28/10/2014,1.2542,0.879,1985.05,1228.2,100.5706,0.01109689
29/10/2014,1.2388,0.902,1982.3,1211.3,100.572,0.01176793
30/10/2014,1.2437,0.848,1994.65,1199.8,100.584,0.01262472
31/10/2014,1.2472,0.843,2018.05,1172.2,100.5679,0.01299463
03/11/2014,1.2505,0.854,2017.81,1165.6,100.5595,0.01121722
04/11/2014,1.2458,0.808,2012.1,1168,100.5204,0.020838
