Data,EURUSD,10-Year German Bond Yield,S&P500,Gold,XYZ,sigma_XYZ
02/02/2006,1.2085,3.508,1270.84,575.3,100.0033797,0.004620055
03/02/2006,1.2024,3.489,1264.03,571.5,100.0106439,0.005616324
06/02/2006,1.1971,3.486,1265.02,573.2,100.020959,0.004229164
07/02/2006,1.1983,3.514,1254.78,551.3,100.0240449,0.003454195
08/02/2006,1.1957,3.504,1265.65,552.2,100.0300531,0.005267888
09/02/2006,1.1984,3.477,1263.78,567.8,100.0413927,0.005520364
10/02/2006,1.1904,3.476,1266.99,553.8,100.0435628,0.005802088
13/02/2006,1.19,3.492,1262.86,542,100.0476073,0.005842937
14/02/2006,1.1913,3.498,1275.53,550.1,100.0553332,0.007743042
15/02/2006,1.1891,3.506,1280,542.3,100.0352264,0.010356592
16/02/2006,1.1901,3.512,1289.38,549.1,100.0355542,0.008210849
17/02/2006,1.1939,3.447,1287.24,553.6,100.0379029,0.007062334
21/02/2006,1.1907,3.448,1283.04,555.6,100.0485206,0.013718604
22/02/2006,1.1909,3.419,1292.67,557.3,100.0618183,0.011557947
23/02/2006,1.1918,3.479,1287.79,551.5,100.0472514,0.015426587
24/02/2006,1.1876,3.49,1289.43,561.1,100.0318527,0.015914331
27/02/2006,1.1845,3.532,1294.12,556,100.0541877,0.024049435
28/02/2006,1.1928,3.489,1280.66,564,100.0353522,0.022028789
01/03/2006,1.1921,3.511,1291.24,565.1,100.047308,0.021415595
02/03/2006,1.2032,3.573,1289.14,571.1,100.0615842,0.025054614
03/03/2006,1.2043,3.591,1287.23,566.6,100.0876578,0.019244154
06/03/2006,1.2007,3.585,1278.26,556.4,100.0816397,0.018538346
07/03/2006,1.1886,3.599,1275.88,553.7,100.0908378,0.019535628
08/03/2006,1.1927,3.644,1278.47,542.5,100.0712307,0.024064907
09/03/2006,1.1904,3.648,1272.23,545.9,100.0653746,0.028680227
10/03/2006,1.1905,3.687,1281.58,541.3,100.0243882,0.046426167
13/03/2006,1.196,3.712,1284.13,546.7,100.0565416,0.049585101
14/03/2006,1.2014,3.654,1297.48,552.8,100.0595622,0.050987464
15/03/2006,1.2066,3.688,1303.02,554.1,100.035722,0.035095192
16/03/2006,1.217,3.658,1305.33,555.3,100.1084774,0.037738206
17/03/2006,1.2189,3.691,1307.25,554.6,100.1328714,0.030258162
20/03/2006,1.2159,3.663,1305.08,555.8,100.1379787,0.026661536
21/03/2006,1.2112,3.665,1297.23,552.9,100.1279058,0.024145228
22/03/2006,1.2077,3.644,1305.04,551.1,100.172464,0.029746931
23/03/2006,1.1967,3.675,1301.67,550.6,100.1955989,0.027539378
24/03/2006,1.2031,3.634,1302.95,560.3,100.1250174,0.032702862
27/03/2006,1.2015,3.642,1301.61,565.4,100.1263037,0.03931992
28/03/2006,1.1999,3.731,1293.23,572.4,100.2016807,0.046967464
29/03/2006,1.2022,3.761,1302.89,578.6,100.2511724,0.051149523
30/03/2006,1.2165,3.786,1300.25,591.3,100.3034099,0.041342099
31/03/2006,1.2117,3.771,1294.81,586.1,100.3171457,0.051217964
03/04/2006,1.213,3.822,1297.81,594,100.2231818,0.050236672
04/04/2006,1.2258,3.839,1305.93,592.1,100.2333711,0.069607013
05/04/2006,1.229,3.85,1311.56,592.3,100.2352858,0.048404546
06/04/2006,1.2217,3.896,1309.04,599.2,100.3041262,0.03678465
07/04/2006,1.2091,3.896,1295.5,592,100.3238367,0.023583558
10/04/2006,1.2112,3.892,1296.6,600.3,100.3573384,0.031591002
11/04/2006,1.2139,3.875,1286.56,597.9,100.3850268,0.027377391
12/04/2006,1.2102,3.886,1288.12,600,100.3671669,0.023047715
13/04/2006,1.2106,3.952,1289.12,598.3,100.4054643,0.033877374
17/04/2006,1.2255,3.956,1285.33,615.1,100.3991052,0.034461588
18/04/2006,1.2362,3.947,1307.65,621,100.3665937,0.037013944
19/04/2006,1.2377,3.954,1309.93,631.9,100.3172723,0.034819229
20/04/2006,1.2314,3.929,1311.46,623.5,100.3083752,0.036778587
21/04/2006,1.234,3.952,1311.28,631.2,100.3193102,0.041936884
24/04/2006,1.2382,3.941,1308.11,629.5,100.3155979,0.040947725
25/04/2006,1.2426,3.986,1301.74,633.5,100.3943078,0.037710762
26/04/2006,1.2447,3.997,1305.41,641.3,100.3586928,0.028805673
27/04/2006,1.2527,3.966,1309.72,637.1,100.3686372,0.028022701
28/04/2006,1.2632,3.951,1310.61,654.8,100.4243113,0.02598618
01/05/2006,1.2565,3.949,1305.18,657.1,100.4260775,0.02719689
02/05/2006,1.2609,3.984,1313.21,667.8,100.3984969,0.016030229
03/05/2006,1.263,4.007,1307.85,670.9,100.3621962,0.016419656
04/05/2006,1.2695,4.034,1312.25,672.9,100.3650319,0.022759002
05/05/2006,1.2726,4.002,1325.76,682.4,100.3753391,0.016098994
08/05/2006,1.2702,4.018,1324.66,680,100.4082872,0.022413044
09/05/2006,1.2762,4.031,1325.14,699.9,100.4170415,0.026455798
10/05/2006,1.278,3.989,1322.85,704.1,100.3713686,0.02111038
11/05/2006,1.2836,4.069,1305.92,723.2,100.3765177,0.018927775
12/05/2006,1.2926,4.081,1291.24,713.9,100.3694776,0.02042684
15/05/2006,1.2798,4.018,1294.5,682.7,100.3794149,0.011969117
16/05/2006,1.286,3.978,1292.08,692.2,100.3657602,0.013997661
17/05/2006,1.2725,4.077,1270.31,695.4,100.3730394,0.011129823
18/05/2006,1.2854,4.032,1261.81,683.2,100.3645271,0.011254928
19/05/2006,1.2775,3.99,1267.03,658.5,100.3346953,0.013142399
22/05/2006,1.2857,3.916,1262.06,655.7,100.318284,0.012646155
23/05/2006,1.2779,3.932,1256.56,671.2,100.3356756,0.015694915
24/05/2006,1.2755,3.891,1258.56,642.7,100.3291827,0.014576543
25/05/2006,1.2824,3.879,1272.88,648.3,100.3370643,0.011501563
26/05/2006,1.2737,3.884,1280.16,651.2,100.3365075,0.010119312
30/05/2006,1.2873,3.939,1259.84,662,100.3529181,0.008805823
31/05/2006,1.2814,3.982,1270.09,646.5,100.3605088,0.011897483
01/06/2006,1.2815,3.996,1285.71,634,100.3565457,0.014968774
02/06/2006,1.2914,3.929,1288.22,642.6,100.3465962,0.012761358
05/06/2006,1.2904,3.97,1265.29,648.3,100.3571378,0.014543127
06/06/2006,1.2821,3.99,1263.85,634.4,100.3522544,0.013270021
07/06/2006,1.28,4.008,1256.15,632.2,100.3476388,0.010017059
08/06/2006,1.265,3.927,1257.93,613.7,100.3523353,0.006654568
09/06/2006,1.2638,3.934,1252.3,612.3,100.3551707,0.004827089
12/06/2006,1.2579,3.914,1236.4,611.2,100.3558604,0.005702262
13/06/2006,1.2544,3.868,1223.68,567.1,100.3545718,0.005238904
14/06/2006,1.2604,3.9,1230.04,566,100.3545221,0.005492049
15/06/2006,1.263,3.95,1256.16,569.7,100.3515705,0.00382691
16/06/2006,1.2641,3.939,1251.54,582,100.3393267,0.004711366
19/06/2006,1.2573,3.976,1240.14,571.8,100.3374774,0.002926358
20/06/2006,1.2583,3.995,1240.12,580,100.3321083,0.003632633
21/06/2006,1.2664,4.015,1252.2,590.5,100.3319659,0.004049016
22/06/2006,1.2568,4.061,1245.6,585.3,100.3230866,0.00521865
23/06/2006,1.2504,4.081,1244.5,587.5,100.3212168,0.005024818
26/06/2006,1.2587,4.092,1250.56,587.2,100.3175185,0.004585939
27/06/2006,1.2574,4.094,1239.2,584,100.3131379,0.007030664
28/06/2006,1.2548,4.097,1246,580.5,100.3201979,0.008754526
29/06/2006,1.2666,4.066,1272.87,589,100.3273697,0.010565758
30/06/2006,1.279,4.071,1270.2,615.2,100.3342643,0.014923558
05/07/2006,1.2722,4.137,1270.91,629.3,100.3203517,0.016371501
06/07/2006,1.2777,4.113,1274.08,635.7,100.3127509,0.018376115
07/07/2006,1.2807,4.065,1265.48,634.5,100.3086095,0.016510231
10/07/2006,1.2739,4.087,1267.34,625.5,100.3198724,0.031396031
11/07/2006,1.2765,4.051,1272.52,642.4,100.3013261,0.030624748
12/07/2006,1.2701,4.087,1258.6,651,100.3120584,0.030410376
13/07/2006,1.2691,4.048,1242.29,653.9,100.2808136,0.036175937
14/07/2006,1.265,3.983,1236.2,667.8,100.2921499,0.033629195
17/07/2006,1.2519,3.993,1234.49,651.4,100.287829,0.032005676
18/07/2006,1.2506,4.014,1236.86,628.5,100.3073071,0.020494593
19/07/2006,1.2592,3.984,1259.81,642.5,100.3175962,0.016815655
20/07/2006,1.2627,3.985,1249.13,632,100.3011455,0.015553808
21/07/2006,1.2694,3.956,1240.29,619.7,100.2971299,0.019144628
24/07/2006,1.2634,3.956,1260.91,612.3,100.2915332,0.016713812
25/07/2006,1.2579,3.963,1268.88,617,100.3028027,0.020256913
26/07/2006,1.2714,3.983,1268.4,621.8,100.2840524,0.023415429
27/07/2006,1.2697,3.948,1263.2,645.5,100.2362834,0.028575669
28/07/2006,1.2756,3.92,1278.55,647.5,100.2262239,0.022232865
31/07/2006,1.2766,3.921,1276.66,646.7,100.2630568,0.022758871
01/08/2006,1.282,3.929,1270.92,658.2,100.3101509,0.02142206
02/08/2006,1.279,3.934,1278.55,663.5,100.2982065,0.018921608
03/08/2006,1.2802,3.974,1280.27,656.8,100.3116678,0.01329785
04/08/2006,1.2872,3.906,1279.36,656,100.320383,0.012579563
07/08/2006,1.2815,3.907,1275.77,658.9,100.309334,0.013968475
08/08/2006,1.282,3.903,1271.48,656.8,100.2994765,0.010230961
09/08/2006,1.2862,3.934,1265.95,661.7,100.2998491,0.012433185
10/08/2006,1.2792,3.933,1271.81,645.5,100.2912919,0.016710073
11/08/2006,1.2721,3.981,1266.74,644.5,100.3058989,0.014010963
14/08/2006,1.2722,4.006,1268.21,638.8,100.2879331,0.009556497
15/08/2006,1.2784,3.97,1285.58,632,100.2799937,0.007772332
16/08/2006,1.2843,3.932,1295.43,639,100.2859524,0.007813134
17/08/2006,1.2826,3.92,1297.48,625,100.2729852,0.008357348
18/08/2006,1.2823,3.902,1302.3,621.1,100.2822857,0.008150842
21/08/2006,1.2884,3.861,1297.52,634.5,100.2880411,0.006269132
22/08/2006,1.2805,3.808,1298.81,633.8,100.281948,0.005525167
23/08/2006,1.2786,3.827,1292.99,632.5,100.2810069,0.004591981
24/08/2006,1.2762,3.809,1296.06,627.5,100.2807477,0.007442054
25/08/2006,1.2752,3.793,1295.09,630.2,100.2748958,0.00452765
28/08/2006,1.2784,3.795,1301.78,623.5,100.2719534,0.00510725
29/08/2006,1.2828,3.828,1304.28,618.6,100.2779005,0.005385548
30/08/2006,1.2836,3.801,1304.27,625.8,100.2815304,0.005531934
31/08/2006,1.2804,3.76,1303.81,633.5,100.2912155,0.006966624
01/09/2006,1.2839,3.745,1311.01,632.5,100.3128327,0.008859312
05/09/2006,1.2817,3.787,1313.25,646.5,100.323082,0.010913855
06/09/2006,1.2804,3.831,1300.26,641,100.3321903,0.011937854
07/09/2006,1.2732,3.817,1294.02,624.8,100.3266713,0.006955292
08/09/2006,1.2672,3.787,1298.92,617,100.3242556,0.005753281
11/09/2006,1.2699,3.803,1299.54,596.5,100.3230379,0.007440143
12/09/2006,1.2682,3.839,1313.11,593.8,100.3284133,0.005703356
13/09/2006,1.2697,3.79,1318.06,595.5,100.3297526,0.00406571
14/09/2006,1.2722,3.792,1316.28,585.5,100.3234507,0.003692033
15/09/2006,1.2662,3.776,1319.87,583.5,100.325766,0.003621701
18/09/2006,1.2703,3.831,1321.18,592.3,100.3237315,0.004479865
19/09/2006,1.267,3.78,1318.31,582.9,100.3243705,0.006131956
20/09/2006,1.2688,3.773,1325.18,586,100.3184186,0.008417033
21/09/2006,1.278,3.752,1318.03,588.1,100.3256059,0.014813667
22/09/2006,1.2783,3.694,1314.78,595,100.3413808,0.013478102
25/09/2006,1.2744,3.663,1326.37,595.7,100.3541381,0.011118963
26/09/2006,1.2682,3.658,1336.34,596.4,100.3494365,0.008967811
27/09/2006,1.2701,3.672,1336.59,603,100.3467789,0.00749155
28/09/2006,1.2694,3.689,1339.15,610.5,100.3530101,0.005430938
29/09/2006,1.2676,3.709,1335.85,603.7,100.3557083,0.005538533
02/10/2006,1.2737,3.69,1330.28,602.8,100.3530225,0.00698426
03/10/2006,1.2723,3.735,1334.11,580.9,100.3492418,0.004544046
04/10/2006,1.2714,3.697,1350.22,566.4,100.3495342,0.003648061
05/10/2006,1.2691,3.711,1353.22,575.1,100.3493148,0.003197336
06/10/2006,1.2598,3.752,1349.58,576.4,100.345505,0.001593327
09/10/2006,1.2593,3.76,1350.66,581.9,100.3446455,0.001364163
10/10/2006,1.2533,3.811,1353.42,575.7,100.3456027,0.001479182
11/10/2006,1.2523,3.808,1349.95,576.3,100.3451999,0.001627014
12/10/2006,1.2558,3.803,1362.83,579.9,100.3459926,0.001778994
13/10/2006,1.2513,3.832,1365.62,592.3,100.3417317,0.00192451
16/10/2006,1.2532,3.83,1369.05,598.1,100.3401339,0.00260519
17/10/2006,1.2536,3.8,1364.05,592.8,100.3363085,0.003088695
18/10/2006,1.2532,3.817,1365.96,592.1,100.339199,0.002381616
19/10/2006,1.2623,3.841,1366.96,601.8,100.3376392,0.002659426
20/10/2006,1.2615,3.839,1368.6,596.1,100.3363918,0.001901415
23/10/2006,1.2548,3.877,1377.02,582.5,100.3380419,0.002515805
24/10/2006,1.2553,3.875,1377.38,587.1,100.3413103,0.00249111
25/10/2006,1.2604,3.884,1382.22,590.2,100.342762,0.00280183
26/10/2006,1.2686,3.858,1389.08,599.4,100.3414751,0.00192859
27/10/2006,1.2739,3.809,1377.34,600.7,100.3431197,0.002533271
30/10/2006,1.2715,3.793,1377.93,606.5,100.3482779,0.003908948
31/10/2006,1.2764,3.741,1377.93,606.3,100.3486129,0.00612323
01/11/2006,1.2754,3.706,1367.81,618.6,100.3501808,0.008055185
02/11/2006,1.2777,3.74,1367.34,626.9,100.3467126,0.007366306
03/11/2006,1.2717,3.773,1364.3,629,100.3511273,0.004609033
06/11/2006,1.2732,3.792,1379.78,627,100.3490774,0.003065533
07/11/2006,1.2782,3.739,1382.84,627.5,100.3467501,0.003884805
08/11/2006,1.2758,3.758,1385.72,618.2,100.345712,0.003495344
09/11/2006,1.2838,3.741,1378.33,636.2,100.3443815,0.00729038
10/11/2006,1.2839,3.714,1380.9,629.4,100.3365682,0.005228154
13/11/2006,1.2807,3.738,1384.42,625,100.3322114,0.005662352
14/11/2006,1.2809,3.712,1393.22,624.8,100.3350898,0.006077244
15/11/2006,1.2829,3.74,1396.56,623,100.3391269,0.005673855
16/11/2006,1.2796,3.748,1399.76,621.2,100.3380927,0.003254109
17/11/2006,1.2824,3.73,1401.2,622.2,100.3430166,0.003389022
20/11/2006,1.2816,3.719,1400.5,621.8,100.3384041,0.003238558
21/11/2006,1.2847,3.722,1402.81,628.3,100.3379394,0.00299518
22/11/2006,1.2941,3.72,1406.09,628.5,100.3440122,0.003963619
24/11/2006,1.3095,3.699,1400.95,638.6,100.3446892,0.003543411
27/11/2006,1.3132,3.723,1381.9,640.1,100.3441274,0.00267239
28/11/2006,1.3193,3.705,1386.72,643.2,100.3441448,0.002547384
29/11/2006,1.3151,3.72,1399.48,641.3,100.3389341,0.003698323
30/11/2006,1.3239,3.695,1400.63,651.9,100.3472348,0.003561435
01/12/2006,1.3338,3.664,1396.71,650.5,100.3421478,0.0031088
04/12/2006,1.3339,3.671,1409.12,650.6,100.3413789,0.003020629
05/12/2006,1.3317,3.68,1414.76,647.5,100.3404217,0.003398647
06/12/2006,1.3278,3.688,1412.9,635.3,100.3389282,0.003544173
07/12/2006,1.3283,3.712,1407.29,636.4,100.3430448,0.003595675
08/12/2006,1.32,3.728,1409.84,631,100.3417616,0.00503252
11/12/2006,1.3249,3.745,1413.04,634.3,100.3350194,0.00450009
12/12/2006,1.3283,3.739,1411.56,631.3,100.3265892,0.00334786
13/12/2006,1.3207,3.751,1413.21,631.8,100.3295868,0.003878461
14/12/2006,1.3152,3.782,1425.49,630.2,100.3285326,0.003943799
15/12/2006,1.3079,3.799,1427.09,618.1,100.3300805,0.003728525
18/12/2006,1.3098,3.828,1422.48,617.6,100.3323275,0.00538135
19/12/2006,1.3196,3.864,1425.55,625.1,100.3281975,0.005566005
20/12/2006,1.3174,3.86,1423.53,623.9,100.3290017,0.007081962
21/12/2006,1.318,3.875,1418.3,621.1,100.3298631,0.009589719
22/12/2006,1.3129,3.881,1410.76,622.7,100.3318585,0.006888767
26/12/2006,1.3102,3.876,1416.9,626.4,100.3308189,0.006848569
27/12/2006,1.3127,3.925,1426.84,629.8,100.3293525,0.005790007
28/12/2006,1.3147,3.954,1424.73,636.6,100.3314873,0.007168521
29/12/2006,1.3194,3.948,1418.3,638,100.3224104,0.008849381
03/01/2007,1.3162,3.954,1416.6,629.4,100.3183141,0.007271591
04/01/2007,1.3091,3.933,1418.34,625.7,100.3090781,0.009436118
05/01/2007,1.3002,3.982,1409.71,606.7,100.3074226,0.009369304
08/01/2007,1.3028,3.973,1412.84,608.9,100.3211027,0.008104004
09/01/2007,1.2993,4.004,1412.11,614.7,100.3397069,0.009697232
10/01/2007,1.2938,4.021,1414.85,613.1,100.334822,0.009521449
11/01/2007,1.2895,4.014,1423.81,613.4,100.3311579,0.007993132
12/01/2007,1.2922,4.063,1430.73,626.4,100.3510149,0.009768993
16/01/2007,1.2917,4.04,1431.9,625.6,100.3648061,0.011752087
17/01/2007,1.2939,4.04,1430.62,633,100.3847741,0.010433359
18/01/2007,1.296,4.062,1426.37,628,100.3603232,0.012362761
19/01/2007,1.2955,4.05,1430.5,635.8,100.3469146,0.009982363
22/01/2007,1.2942,4.021,1422.95,633.5,100.3650313,0.010088187
23/01/2007,1.302,4.02,1427.99,645.5,100.3732915,0.01087509
24/01/2007,1.2963,4.04,1440.13,647.4,100.3621028,0.016523681
25/01/2007,1.2927,4.079,1423.9,647.9,100.3485504,0.020883922
26/01/2007,1.2917,4.092,1422.18,644.7,100.3407406,0.014842015
29/01/2007,1.2959,4.119,1420.62,648.7,100.338496,0.016868462
30/01/2007,1.2963,4.11,1428.81,649.7,100.2965124,0.019487934
31/01/2007,1.3022,4.1,1438.24,657.6,100.3181436,0.013655001
01/02/2007,1.3022,4.091,1445.93,662.5,100.3287277,0.017614783
02/02/2007,1.296,4.061,1448.39,650.9,100.3085029,0.013785736
05/02/2007,1.2929,4.031,1446.99,655.8,100.3124621,0.019323006
06/02/2007,1.2984,4.03,1448,657.8,100.3138173,0.018426241
07/02/2007,1.3015,4.03,1450.02,656.7,100.3494367,0.01978413
08/02/2007,1.3038,4.047,1448.31,662.2,100.378058,0.036789349
09/02/2007,1.3006,4.091,1438.06,671.7,100.3317328,0.038030236
12/02/2007,1.296,4.108,1433.37,666.6,100.3166609,0.043185271
13/02/2007,1.3034,4.125,1444.26,668.2,100.342876,0.036125787
14/02/2007,1.3133,4.099,1455.3,671.5,100.382712,0.034851456
15/02/2007,1.3136,4.044,1456.81,671,100.4269669,0.055955003
16/02/2007,1.3138,4.05,1455.54,672.2,100.448613,0.065918747
20/02/2007,1.3136,4.063,1459.68,660.5,100.4149636,0.059049613
21/02/2007,1.3142,4.053,1457.63,683.5,100.4496073,0.050756193
22/02/2007,1.3126,4.086,1456.38,682.2,100.4722819,0.031993766
23/02/2007,1.3165,4.047,1451.18,685.9,100.5460921,0.038377281
26/02/2007,1.319,3.995,1449.37,689.2,100.5393163,0.031117885
27/02/2007,1.3239,3.965,1399.04,686.8,100.4916404,0.043837434
28/02/2007,1.3224,3.957,1406.81,671.8,100.5000087,0.043806998
01/03/2007,1.3174,3.947,1403.17,664.4,100.519683,0.046967985
02/03/2007,1.319,3.938,1387.17,644,100.5017105,0.060320239
05/03/2007,1.3081,3.915,1374.12,638.7,100.407777,0.074752506
06/03/2007,1.3125,3.918,1395.41,645.5,100.3177453,0.10241234
07/03/2007,1.3178,3.92,1391.97,652.2,100.3105055,0.111711277
08/03/2007,1.3133,3.929,1401.89,655.1,100.4942741,0.085199311
09/03/2007,1.3115,3.959,1402.85,651.3,100.3618153,0.063927618
12/03/2007,1.3189,3.932,1406.6,650,100.3527259,0.048605835
13/03/2007,1.3192,3.905,1377.95,649,100.3586487,0.056762002
14/03/2007,1.3216,3.882,1387.17,642,100.3920399,0.03872991
15/03/2007,1.3237,3.907,1392.28,646.7,100.4088855,0.028589462
16/03/2007,1.3315,3.905,1386.95,653.3,100.4326701,0.026495669
19/03/2007,1.3307,3.926,1402.06,653.7,100.4444394,0.029947333
20/03/2007,1.3317,3.909,1410.93,658.3,100.4515697,0.026948916
21/03/2007,1.3387,3.927,1435.04,659.6,100.4182991,0.028322695
22/03/2007,1.3326,3.949,1434.54,663.7,100.4251018,0.0338895
23/03/2007,1.3282,4.001,1436.11,656.9,100.3931193,0.030873624
26/03/2007,1.333,4.001,1437.5,663.4,100.4231045,0.027381197
27/03/2007,1.3357,4.022,1429.61,662.2,100.3761928,0.032893729
28/03/2007,1.3312,4.031,1417.23,666.5,100.360905,0.024237514
29/03/2007,1.333,4.053,1422.53,667.2,100.3093708,0.02447485
30/03/2007,1.3352,4.057,1420.86,668.7,100.2854533,0.03248891
02/04/2007,1.3366,4.072,1424.55,671,100.2479068,0.050462135
03/04/2007,1.3328,4.097,1437.77,669.4,100.2918984,0.069634114
04/04/2007,1.337,4.071,1439.37,677,100.2819037,0.072407921
05/04/2007,1.3428,4.095,1443.76,678.9,100.3178933,0.060997536
09/04/2007,1.3354,4.096,1444.61,676.4,100.406101,0.064236061
10/04/2007,1.3431,4.128,1448.39,681.4,100.4029703,0.084127889
11/04/2007,1.3433,4.143,1438.87,681.2,100.3690364,0.056932884
12/04/2007,1.3486,4.182,1447.8,679.2,100.315439,0.048799225
13/04/2007,1.3527,4.231,1452.85,689.1,100.3224244,0.035047409
16/04/2007,1.3528,4.207,1468.47,694,100.3127125,0.022190999
17/04/2007,1.3572,4.182,1471.48,691.9,100.3338421,0.034889927
18/04/2007,1.3609,4.154,1472.5,693.2,100.263255,0.032353654
19/04/2007,1.3617,4.197,1470.73,687.7,100.2951385,0.026369735
20/04/2007,1.3589,4.203,1484.35,695,100.2970623,0.01796468
23/04/2007,1.3576,4.18,1480.93,693.9,100.2967687,0.02019014
24/04/2007,1.3639,4.163,1480.41,687.1,100.2568174,0.01911368
25/04/2007,1.3643,4.188,1495.42,687,100.2466248,0.018059833
26/04/2007,1.359,4.22,1494.25,678,100.2276775,0.016442834
27/04/2007,1.3649,4.22,1494.06,681.4,100.2475285,0.030521781
30/04/2007,1.3641,4.154,1482.37,682.8,100.2704865,0.038638876
01/05/2007,1.3604,4.149,1486.3,676.7,100.3185313,0.047561567
02/05/2007,1.3582,4.21,1495.92,674.8,100.3346613,0.040574519
03/05/2007,1.3549,4.23,1502.39,684,100.3681481,0.060401418
04/05/2007,1.359,4.195,1505.62,689.4,100.3961862,0.050344929
07/05/2007,1.3594,4.212,1509.48,689.9,100.3780555,0.047399018
08/05/2007,1.3543,4.195,1507.72,686.9,100.3736826,0.05272283
09/05/2007,1.3526,4.208,1512.58,682.2,100.3977396,0.05596117
10/05/2007,1.3476,4.214,1491.47,666.7,100.262119,0.054979577
11/05/2007,1.3523,4.217,1505.85,671.9,100.3762523,0.055259872
14/05/2007,1.354,4.269,1503.15,669.6,100.3844697,0.052085382
15/05/2007,1.3591,4.299,1501.18,674,100.2195419,0.05055198
16/05/2007,1.3514,4.303,1514.14,661.4,100.2219005,0.049469262
17/05/2007,1.3496,4.312,1512.75,656.8,100.1966138,0.042197052
18/05/2007,1.3506,4.311,1522.75,662,100.1426662,0.040567311
21/05/2007,1.3462,4.322,1525.1,663.2,100.2504931,0.039601479
22/05/2007,1.3448,4.338,1524.12,659.7,100.2701922,0.036772678
23/05/2007,1.3454,4.368,1522.28,662.1,100.2825604,0.024368756
24/05/2007,1.343,4.369,1507.51,653.1,100.2836998,0.032058853
25/05/2007,1.3443,4.387,1515.73,655.1,100.2964277,0.02455292
29/05/2007,1.3447,4.402,1518.11,656.9,100.3064304,0.02089328
30/05/2007,1.3427,4.399,1530.23,658.9,100.311235,0.018496488
31/05/2007,1.3451,4.422,1530.62,666.2,100.3326266,0.01074219
01/06/2007,1.3448,4.461,1536.34,676.2,100.3309456,0.008511598
04/06/2007,1.3492,4.456,1539.18,675.8,100.3300304,0.005640125
05/06/2007,1.3518,4.496,1530.95,674.5,100.3299716,0.005639928
06/06/2007,1.3497,4.461,1517.38,674.1,100.3361924,0.004993869
07/06/2007,1.3424,4.545,1490.72,664.7,100.340724,0.004424079
08/06/2007,1.3371,4.572,1507.67,650,100.3428407,0.004541026
11/06/2007,1.3357,4.565,1509.12,658.6,100.3464219,0.002865735
12/06/2007,1.3301,4.611,1493,652.6,100.3453087,0.002037684
13/06/2007,1.3308,4.644,1515.67,652.2,100.3438908,0.001678648
14/06/2007,1.3307,4.644,1522.97,655.4,100.3437503,0.001125195
15/06/2007,1.3386,4.657,1532.91,658.2,100.3445233,0.000867595
18/06/2007,1.3412,4.663,1531.05,659.6,100.3454774,0.000865121
19/06/2007,1.3423,4.62,1533.7,664.2,100.347349,0.001143467
20/06/2007,1.3401,4.64,1512.84,659.5,100.3473825,0.000661386
21/06/2007,1.3386,4.646,1522.18,654,100.3476841,0.000653192
22/06/2007,1.3464,4.653,1502.56,656.7,100.3488516,0.000672367
25/06/2007,1.3463,4.622,1497.74,654.2,100.3491924,0.000833056
26/06/2007,1.3458,4.602,1492.89,644.9,100.3487295,0.000966823
27/06/2007,1.3451,4.547,1506.34,644.2,100.3467804,0.000970962
28/06/2007,1.3445,4.566,1505.71,649.9,100.345861,0.001141305
29/06/2007,1.3533,4.574,1503.35,651.1,100.3479266,0.0021137
02/07/2007,1.363,4.511,1519.43,659,100.3520204,0.002252083
03/07/2007,1.3607,4.562,1524.87,655.1,100.3523056,0.001587079
05/07/2007,1.3592,4.647,1525.4,649.9,100.3547541,0.001850421
06/07/2007,1.3623,4.677,1530.43,654.3,100.3552027,0.002155115
09/07/2007,1.3628,4.669,1531.85,661.8,100.354574,0.003968048
10/07/2007,1.3771,4.589,1510.12,663.8,100.3561449,0.003792407
11/07/2007,1.3744,4.577,1518.76,661.6,100.3588149,0.00288175
12/07/2007,1.3788,4.62,1547.7,667.8,100.3597451,0.003095112
13/07/2007,1.3786,4.618,1552.5,666.7,100.3602836,0.003086598
16/07/2007,1.3773,4.579,1549.52,666.2,100.3642374,0.002751005
17/07/2007,1.3782,4.596,1549.37,665.5,100.3652639,0.003051034
18/07/2007,1.3804,4.544,1546.17,673.1,100.3666229,0.002124001
19/07/2007,1.3797,4.55,1553.08,677.4,100.365708,0.001749271
20/07/2007,1.3825,4.438,1534.1,684.2,100.3656658,0.001505979
23/07/2007,1.3809,4.44,1541.56,680.9,100.3661326,0.001616656
24/07/2007,1.3825,4.431,1511.04,684.3,100.3647917,0.002092564
25/07/2007,1.3724,4.404,1518.09,673.5,100.3629666,0.001759846
26/07/2007,1.3741,4.331,1482.66,662.2,100.3639898,0.001730479
27/07/2007,1.3632,4.323,1458.95,659.4,100.3631996,0.001788168
30/07/2007,1.3695,4.304,1473.91,663.4,100.3641842,0.002286659
31/07/2007,1.3676,4.347,1455.27,678.6,100.3660425,0.001845488
01/08/2007,1.3674,4.348,1465.81,675.4,100.364757,0.002101707
02/08/2007,1.3699,4.374,1472.2,676.2,100.3650056,0.001178723
03/08/2007,1.3781,4.317,1433.06,684,100.3672274,0.001477774
06/08/2007,1.3793,4.323,1467.67,682.8,100.3673254,0.001470579
07/08/2007,1.3741,4.345,1476.71,681.7,100.3679014,0.001608
08/08/2007,1.3794,4.425,1497.49,685.8,100.3682939,0.001728695
09/08/2007,1.3676,4.388,1453.09,672.2,100.3696918,0.001841234
10/08/2007,1.3695,4.354,1453.64,680.8,100.3715647,0.001963569
